FID;CUST_ORG;BUS_CAT_CL;BUS_CAT_DS;OCCPNT_TYP;SRCDATA_ID;SRC_ID_IND;FCLTY_NM;ADDRESS;MAIL_ADD;ST_ADDRESS;LOCALITY;LATITUDE;LONGITUDE;KEYWORDS;X;Y
559;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1467;N;Sunshine Valley Vol Fire Dept;14855 Alpine Blvd, Sunshine Valley, BC;14855 Alpine Blvd, Sunshine Valley, BC;14855 Alpine Blvd;Sunshine Valley;49.2725421;-121.233002;fire;-121.233017537968;49.2725479235451
560;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1478;N;Bowen Island Fire Dept;784 Grafton Rd, Bowen Island, BC;784 Grafton Rd, Bowen Island, BC;784 Grafton Rd;Bowen Island;49.3739737;-123.358786;fire;-123.358801742715;49.3739792766933
561;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1491;N;Gibsons Vol Fire Hall 1;790 North Rd, Gibsons, BC;790 North Rd, Gibsons, BC;790 North Rd;Gibsons;49.4117553;-123.51337;fire;-123.513385930897;49.4117608982218
562;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1500;N;Deep Bay Vol Fire Dept;5031 Mountainview Rd, Bowser, BC;5031 Mountainview Rd, Bowser, BC;5031 Mountainview Rd;Bowser;49.4508035;-124.712149;fire;-124.712165612798;49.4508089718438
563;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1504;N;Hope;690 Old Hope Princeton Way, Hope, BC;690 Old Hope Princeton Way, Hope, BC;690 Old Hope Princeton Way;Hope;49.3751913;-121.425929;police;-121.425944235574;49.3751971283867
564;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1514;N;Ships Point Vol Fire Dept;7729 Vivian Way, Fanny Bay, BC;7729 Vivian Way, Fanny Bay, BC;7729 Vivian Way;Fanny Bay;49.5000941;-124.800744;fire;-124.800760395991;49.5000995195193
565;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1519;N;Creston Fire Dept;140 10th Ave N, Creston, BC;140 10th Ave N, Creston, BC;140 10th Ave N;Creston;49.0964373;-116.513013;fire;-116.513027427004;49.096443673497
566;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1528;N;Salmo RCMP;365 Main St, Salmo, BC;365 Main St, Salmo, BC;365 Main St;Salmo;49.1924915;-117.276797;police;-117.276811782513;49.1924977184463
567;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1531;N;Howe Sound Fire Rescue;3838 Port Mellon Hwy, Port Mellon, BC;3838 Port Mellon Hwy, Port Mellon, BC;3838 Port Mellon Hwy;Port Mellon;49.5224936;-123.490556;fire;-123.490572023561;49.5224991550916
568;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1537;N;Princeton Fire Dept;162 2nd St, Princeton, BC;162 2nd St, Princeton, BC;162 2nd St;Princeton;49.4579569;-120.509497;fire;-120.509512720008;49.457962848307
569;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1554;N;Britannia Beach Volunteer Fire Dept;360 Copper Dr, Britannia Beach, BC;360 Copper Dr, Britannia Beach, BC;360 Copper Dr;Britannia Beach;49.6250266;-123.201378;fire;-123.201394161442;49.6250321876516
570;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1580;N;Naramata Vol Fire Dept;1095 Lower Debeck Rd, Naramata, BC;1095 Lower Debeck Rd, Naramata, BC;1095 Lower Debeck Rd;Naramata;49.5906159;-119.580083;fire;-119.580098668672;49.5906219808468
571;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1581;N;Gold River RCMP;499 Muchalat Dr, Gold River, BC;499 Muchalat Dr, Gold River, BC;499 Muchalat Dr;Gold River;49.780563;-126.047519;police;-126.047535350534;49.7805682391371
572;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1588;N;Blewett Fire Dept;4389 Carlson Rd, Blewett, BC;4389 Carlson Rd, Blewett, BC;4389 Carlson Rd;Blewett;49.4689698;-117.446915;fire;-117.446930132612;49.4689760903645
573;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1591;N;Nelson Fire Dept;919 Ward St, Nelson, BC;919 Ward St, Nelson, BC;919 Ward St;Nelson;49.4885786;-117.290622;fire;-117.290636914207;49.4885849287077
574;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1592;N;Nelson City;606 Stanley St, Nelson, BC;606 Stanley St, Nelson, BC;606 Stanley St;Nelson;49.4904158;-117.294619;police;-117.294634000853;49.4904220796409
575;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1599;N;Nelson RCMP;1010 Second St, Nelson, BC;1010 Second St, Nelson, BC;1010 Second St;Nelson;49.5090232;-117.279363;police;-117.279377590665;49.5090294549403
576;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1602;N;Oyster River Fire Dept;2241 Catherwood Rd, Black Creek, BC;2241 Catherwood Rd, Black Creek, BC;2241 Catherwood Rd;Black Creek;49.8646515;-125.13201;fire;-125.132026514439;49.8646568559028
577;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1633;N;Cranbrook Occ;31 11th Ave S, Cranbrook, BC;31 11th Ave S, Cranbrook, BC;31 11th Ave S;Cranbrook;49.5108936;-115.766425;police;-115.766439800275;49.510900022715
578;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1634;N;Cranbrook RCMP;31 11th Ave S, Cranbrook, BC;31 11th Ave S, Cranbrook, BC;31 11th Ave S;Cranbrook;49.5109774;-115.766436;police;-115.766450409601;49.5109838602186
579;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1639;N;Stn 108 Campbell River;348 2nd Ave, Campbell River, BC;348 2nd Ave, Campbell River, BC;348 2nd Ave;Campbell River;50.0113714;-125.242782;ambulance;-125.242798493086;50.0113767475852
580;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1658;N;Stn 170 Quadra Island;844 Heriot Bay Rd, Quathiaski Cove, BC;844 Heriot Bay Rd, Quathiaski Cove, BC;844 Heriot Bay Rd;Quathiaski Cove;50.0528021;-125.19021;ambulance;-125.190226740302;50.0528074680143
581;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1664;N;Stn 407 Edgewood;417 Monashee Ave, Edgewood, BC;417 Monashee Ave, Edgewood, BC;417 Monashee Ave;Edgewood;49.7820441;-118.146668;ambulance;-118.146683329288;49.7820502688027
582;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1677;N;Kimberley Fire Dept Station 2;900 304th St, Kimberley, BC;900 304th St, Kimberley, BC;900 304th St;Kimberley;49.6359909;-115.95033;fire;-115.950345135094;49.6359972974058
583;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1686;N;Riondel Vol Fire Dept;1511 Eastman Ave, Riondel, BC;1511 Eastman Ave, Riondel, BC;1511 Eastman Ave;Riondel;49.7622167;-116.856981;fire;-116.856995735468;49.7622230371002
584;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1688;N;Coldwater Fire Hall 1;399 230th St, Coldwater, BC;399 230th St, Coldwater, BC;399 230th St;Coldwater;50.0275372;-120.859238;fire;-120.859253438076;50.0275431219443
585;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1692;N;Whistler RCMP;4315 Blackcomb Way, Whistler, BC;4315 Blackcomb Way, Whistler, BC;4315 Blackcomb Way;Whistler;50.1167101;-122.9541;police;-122.954116487292;50.1167157472682
586;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1699;N;Woss Fire Dept;4504 MacRae Dr, Woss, BC;4504 MacRae Dr, Woss, BC;4504 MacRae Dr;Woss;50.212201;-126.603806;fire;-126.603822812871;50.2122062580233
587;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1701;N;Stn 343 Lake Country-Winfield;10410 Bottom Wood Lake Rd, Lake Country, BC;10410 Bottom Wood Lake Rd, Lake Country, BC;10410 Bottom Wood Lake Rd;Lake Country;50.033543;-119.403064;ambulance;-119.403079296464;50.0335490490078
588;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1707;N;Elkford/Sparwood RCMP;607 Douglas Fir Rd, Sparwood, BC;607 Douglas Fir Rd, Sparwood, BC;607 Douglas Fir Rd;Sparwood;49.7200033;-114.89461;police;-114.894624875424;49.7200098788649
589;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1711;N;Sparwood Fire Hall 1;479 Pine Ave, Sparwood, BC;479 Pine Ave, Sparwood, BC;479 Pine Ave;Sparwood;49.7245801;-114.894311;fire;-114.894325211659;49.7245867062734
590;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1737;N;Port Alice RCMP;1092 Maquinna Ave, Port Alice, BC;1092 Maquinna Ave, Port Alice, BC;1092 Maquinna Ave;Port Alice;50.4257508;-127.485182;police;-127.4851992831;50.4257559201379
591;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1742;N;Lumby And District Vol Fire Dept;1769 Shuswap Ave, Lumby, BC;1769 Shuswap Ave, Lumby, BC;1769 Shuswap Ave;Lumby;50.2437603;-118.965758;fire;-118.965772973885;50.2437664215802
592;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1755;N;Quatsino Fire Dept;Quatsino, BC;Quatsino, BC; ;Quatsino;50.5381851;-127.623174;fire;-127.623190991229;50.5381901753117
593;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1772;N;Sointula Fire Dept;110 1st St, Sointula, BC;110 1st St, Sointula, BC;110 1st St;Sointula;50.625013;-127.016731;fire;-127.01674798962;50.6250182410293
594;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1774;N;Stn 132 Sointula;125 18th Ave, Sointula, BC;125 18th Ave, Sointula, BC;125 18th Ave;Sointula;50.6260321;-127.016217;ambulance;-127.016233582145;50.6260372530386
595;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1778;N;Holberg Vol Fire Dept;110 Northeast Main, Holberg, BC;110 Northeast Main, Holberg, BC;110 Northeast Main;Holberg;50.654611;-128.017418;fire;-128.017435329423;50.6546160665554
596;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1785;N;Port Hardy Fire Dept Hall 1;7450 Columbia St, Port Hardy, BC;7450 Columbia St, Port Hardy, BC;7450 Columbia St;Port Hardy;50.725612;-127.497179;fire;-127.497195760113;50.725617099335
597;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1789;N;Silver Creek Vol Fire Dept;1577 Salmon River Rd, Salmon Arm, BC;1577 Salmon River Rd, Salmon Arm, BC;1577 Salmon River Rd;Salmon Arm;50.5632468;-119.348298;fire;-119.348313620364;50.5632528696456
598;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1814;N;Stn 303 Ashcroft;600 Elm St, Ashcroft, BC;600 Elm St, Ashcroft, BC;600 Elm St;Ashcroft;50.7355709;-121.276882;ambulance;-121.276897548642;50.7355768272454
599;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1817;N;Kamloops Air Section;3065 Airport Rd, Kamloops, BC;3065 Airport Rd, Kamloops, BC;3065 Airport Rd;Kamloops;50.7058628;-120.448039;police;-120.448055032565;50.705868801591
600;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1834;N;Columbia Valley RCMP;4936 Athalmer Rd, Athalmer, BC;4936 Athalmer Rd, Athalmer, BC;4936 Athalmer Rd;Athalmer;50.5150141;-116.002437;police;-116.002451887491;50.5150205456625
601;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1848;N;Radium Hot Springs Community Policing;7556 E Main St, Radium Hot Springs, BC;7556 E Main St, Radium Hot Springs, BC;7556 E Main St;Radium Hot Springs;50.6195602;-116.069241;police;-116.069255553852;50.6195667279973
602;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1850;N;White Lake Vol Fire Dept;3607 Parri Rd, White Lake, BC;3607 Parri Rd, White Lake, BC;3607 Parri Rd;White Lake;50.8828243;-119.29811;fire;-119.29812593752;50.8828304778247
603;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1853;N;Eagle Bay Vol Fire Dept;4445 Eagle Bay Rd, Eagle Bay, BC;4445 Eagle Bay Rd, Eagle Bay, BC;4445 Eagle Bay Rd;Eagle Bay;50.9327678;-119.237561;fire;-119.237576716423;50.9327739659458
604;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1855;N;Loon Lake Vol Fire Dept;1701 Loon Lake Rd, Loon Lake, BC;1701 Loon Lake Rd, Loon Lake, BC;1701 Loon Lake Rd;Loon Lake;51.06726;-121.350631;fire;-121.350647217033;51.0672658849501
605;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1881;N;Deka Lake And District Vol Fire Dept;7571 PettyJohn Rd, Deka Lake, BC;7571 PettyJohn Rd, Deka Lake, BC;7571 PettyJohn Rd;Deka Lake;51.6397464;-120.835993;fire;-120.836009066666;51.6397523429933
606;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1883;N;Field Vol Fire Dept;208 1st Ave, Field, BC;208 1st Ave, Field, BC;208 1st Ave;Field;51.3959538;-116.486663;fire;-116.486677865257;51.3959603165548
607;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1887;N;Clearwater RCMP;205 Dutch Lake Rd, Clearwater, BC;205 Dutch Lake Rd, Clearwater, BC;205 Dutch Lake Rd;Clearwater;51.6499909;-120.065136;police;-120.065152160341;51.6499969380697
608;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1888;N;108 Mile Volunteer Fire Dept;4966 Easzee Dr, 108 Mile Ranch, BC;4966 Easzee Dr, 108 Mile Ranch, BC;4966 Easzee Dr;108 Mile Ranch;51.7273333;-121.333444;fire;-121.333460311317;51.7273392612103
609;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1893;N;Stn 353 Alexis Creek;7613 McCauley Rd, Alexis Creek, BC;7613 McCauley Rd, Alexis Creek, BC;7613 McCauley Rd;Alexis Creek;52.0844643;-123.27049;ambulance;-123.270507229378;52.0844700461683
610;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1898;N;Williams Lake Fire Dept;230 Hodgson Rd, Williams Lake, BC;230 Hodgson Rd, Williams Lake, BC;230 Hodgson Rd;Williams Lake;52.1167778;-122.132222;fire;-122.132238352046;52.1167836235984
611;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1908;N;Ocean Falls Vol Fire Dept;1 Fifth St, Ocean Falls, BC;1 Fifth St, Ocean Falls, BC;1 Fifth St;Ocean Falls;52.3542126;-127.691837;fire;-127.691854748062;52.3542177695691
612;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1912;N;Hagensborg Fire Dept;1460 Hwy 20, Hagensborg, BC;1460 Hwy 20, Hagensborg, BC;1460 Hwy 20;Hagensborg;52.3764795;-126.604866;fire;-126.604883376552;52.3764847618003
613;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1914;N;Noosatsum Fire Dept;2644 Gibbs Rd, Hagensborg, BC;2644 Gibbs Rd, Hagensborg, BC;2644 Gibbs Rd;Hagensborg;52.3988849;-126.484442;fire;-126.484459185117;52.3988901608405
614;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1917;N;Stn 309 Anahim Lake;6637 Marten Rd, Anahim Lake, BC;6637 Marten Rd, Anahim Lake, BC;6637 Marten Rd;Anahim Lake;52.463208;-125.29523;ambulance;-125.295247262336;52.463213426973
615;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1924;N;Quesnel Fire Dept Hall 3;345 Anderson Dr, Quesnel, BC;345 Anderson Dr, Quesnel, BC;345 Anderson Dr;Quesnel;52.9722632;-122.513761;fire;-122.513777483861;52.9722690328506
616;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1930;N;Bouchie Lake Fire Dept;2351 Nazko Rd, Bouchie Lake, BC;2351 Nazko Rd, Bouchie Lake, BC;2351 Nazko Rd;Bouchie Lake;53.0232778;-122.602861;fire;-122.602877628245;53.0232835978373
617;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1932;N;Ten Mile Vol Fire Dept;5340 Bjornson Rd, Quesnel, BC;5340 Bjornson Rd, Quesnel, BC;5340 Bjornson Rd;Quesnel;53.0943333;-122.452333;fire;-122.452349849906;53.0943391748508
618;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1935;N;Stn 550 Wells;12509 Barkerville Hwy, Wells, BC;12509 Barkerville Hwy, Wells, BC;12509 Barkerville Hwy;Wells;53.1030462;-121.565509;ambulance;-121.565526042149;53.1030521321152
619;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1937;N;Stn 681 Sandspit;384 School Rd, Sandspit, BC;384 School Rd, Sandspit, BC;384 School Rd;Sandspit;53.2430014;-131.821759;ambulance;-131.821777622407;53.2430060521729
620;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1945;N;Skidegate Community Policing;888 Hwy 16, Skidegate, BC;888 Hwy 16, Skidegate, BC;888 Hwy 16;Skidegate;53.2639637;-131.995325;police;-131.995343258637;53.2639682616536
621;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1954;N;Stn 651 Port Clements;12 Park St, Port Clements, BC;12 Park St, Port Clements, BC;12 Park St;Port Clements;53.6861213;-132.182668;ambulance;-132.182686357461;53.6861258664013
622;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1974;N;Kitamaat Village Fire Dept;521 Gitksan Ave, Kitamaat Village, BC;521 Gitksan Ave, Kitamaat Village, BC;521 Gitksan Ave;Kitamaat Village;53.9743226;-128.64572;fire;-128.645738188653;53.974327601563
623;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1975;N;Shell Glen Vol Fire Dept;3985 Shelley Rd, Shell-Glen, BC;3985 Shelley Rd, Shell-Glen, BC;3985 Shelley Rd;Shell-Glen;53.9651134;-122.592915;fire;-122.592932733229;53.9651192355778
624;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2000;N;Stn 684 Prince Rupert;1301 Summit Ave, Prince Rupert, BC;1301 Summit Ave, Prince Rupert, BC;1301 Summit Ave;Prince Rupert;54.3055632;-130.331586;ambulance;-130.33160422537;54.3055680703015
625;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2001;N;Prince Rupert RCMP;100 6th Ave W, Prince Rupert, BC;100 6th Ave W, Prince Rupert, BC;100 6th Ave W;Prince Rupert;54.3132392;-130.318247;police;-130.318265385982;54.3132440538473
626;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2007;N;Fort St James RCMP;178 Stuart Dr W, Fort St James, BC;178 Stuart Dr W, Fort St James, BC;178 Stuart Dr W;Fort St James;54.4427387;-124.253063;police;-124.253081101405;54.4427443869527
627;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2016;N;Telkwa Vol Fire Dept;1234 Hwy 16, Telkwa, BC;1234 Hwy 16, Telkwa, BC;1234 Hwy 16;Telkwa;54.7076566;-127.058066;fire;-127.058084378612;54.7076619021285
628;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2017;N;Smithers RCMP;3351 Hwy 16, Smithers, BC;3351 Hwy 16, Smithers, BC;3351 Hwy 16;Smithers;54.7753872;-127.158624;police;-127.158642118203;54.775392452464
629;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2047;N;Chetwynd;5424 Hospital Rd NW, Chetwynd, BC;5424 Hospital Rd NW, Chetwynd, BC;5424 Hospital Rd NW;Chetwynd;55.6954414;-121.640499;police;-121.64051697019;55.6954473815998
630;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2053;N;Dawson Creek Fire Dept;10101 12A St, Dawson Creek, BC;10101 12A St, Dawson Creek, BC;10101 12A St;Dawson Creek;55.7607291;-120.235691;fire;-120.235708679172;55.7607353050694
631;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2054;N;Stn 856 Dawson Creek;10101 13 St, Dawson Creek, BC;10101 13 St, Dawson Creek, BC;10101 13 St;Dawson Creek;55.7612165;-120.237958;ambulance;-120.237975620679;55.7612227346346
632;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2060;N;Stn 862 Hudsons Hope;10309 Kyllo St, Hudsons Hope, BC;10309 Kyllo St, Hudsons Hope, BC;10309 Kyllo St;Hudsons Hope;56.0263259;-121.91553;ambulance;-121.915548206712;56.0263319417941
633;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1070;N;Stn 140 Victoria-Douglas;3300 Douglas St, Saanich, BC;3300 Douglas St, Saanich, BC;3300 Douglas St;Saanich;48.4495874;-123.374251;ambulance;-123.374266857714;48.4495929020308
634;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1071;N;Langford Fire Dept Station 1;2625 Peatt Rd, Langford, BC;2625 Peatt Rd, Langford, BC;2625 Peatt Rd;Langford;48.4547861;-123.496688;fire;-123.496703414319;48.4547916524009
635;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1073;N;View Royal Fire And Rescue;333 Island Hwy, View Royal, BC;333 Island Hwy, View Royal, BC;333 Island Hwy;View Royal;48.4582118;-123.444182;fire;-123.444198164812;48.4582173200784
636;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1076;N;Saanich Fire Dept Station 3;1900 McKenzie Ave, Saanich, BC;1900 McKenzie Ave, Saanich, BC;1900 McKenzie Ave;Saanich;48.469004;-123.31778;fire;-123.317795238997;48.4690095978611
637;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1081;N;East Hall Highlands Vol Fire Dept;3613 Woodridge Pl, Highlands, BC;3613 Woodridge Pl, Highlands, BC;3613 Woodridge Pl;Highlands;48.5109674;-123.464805;fire;-123.464820391516;48.5109729030654
638;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1087;N;Central Saanich Fire Department Hall 2;1903 Mt Newton Cross Rd, Central Saanich, BC;1903 Mt Newton Cross Rd, Central Saanich, BC;1903 Mt Newton Cross Rd;Central Saanich;48.5945997;-123.420722;fire;-123.4207376693;48.5946051974081
639;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1096;N;Sidney Fire Dept;9837 Third St, Sidney, BC;9837 Third St, Sidney, BC;9837 Third St;Sidney;48.6499164;-123.397405;fire;-123.397421207323;48.6499219710451
640;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1100;N;North Saanich Main Fire Hall;986 Wain Rd, North Saanich, BC;986 Wain Rd, North Saanich, BC;986 Wain Rd;North Saanich;48.6773586;-123.459209;fire;-123.459224404974;48.6773641785297
