FID;CUST_ORG;BUS_CAT_CL;BUS_CAT_DS;OCCPNT_TYP;SRCDATA_ID;SRC_ID_IND;FCLTY_NM;ADDRESS;MAIL_ADD;ST_ADDRESS;LOCALITY;LATITUDE;LONGITUDE;KEYWORDS;X;Y
73;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1812;N;Ashcroft RCMP;720 Elm St, Ashcroft, BC;720 Elm St, Ashcroft, BC;720 Elm St;Ashcroft;50.7336706;-121.281043;police;-121.281058972708;50.733676533998
74;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1822;N;Stn 313 Gold Bridge;82 Fergusson Ave, Gold Bridge, BC;82 Fergusson Ave, Gold Bridge, BC;82 Fergusson Ave;Gold Bridge;50.8527818;-122.837436;ambulance;-122.83745195252;50.8527875194529
75;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1827;N;Cache Creek Vol Fire Dept;1240 Quartz Rd, Cache Creek, BC;1240 Quartz Rd, Cache Creek, BC;1240 Quartz Rd;Cache Creek;50.8108887;-121.32331;fire;-121.323326136311;50.8108945518859
76;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1828;N;Stn 332 Salmon Arm;3290 10 Ave NE, Salmon Arm, BC;3290 10 Ave NE, Salmon Arm, BC;3290 10 Ave NE;Salmon Arm;50.7067406;-119.247991;ambulance;-119.248006780608;50.7067467792426
77;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1831;N;Stn 411 Invermere;1116 10th St, Invermere, BC;1116 10th St, Invermere, BC;1116 10th St;Invermere;50.5059379;-116.034523;ambulance;-116.034538240618;50.5059444008055
78;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1841;N;Sun Peaks Vol Fire Dept;1280 Alpine Rd, Sun Peaks, BC;1280 Alpine Rd, Sun Peaks, BC;1280 Alpine Rd;Sun Peaks;50.8773722;-119.910732;fire;-119.910748082471;50.8773782887203
79;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1843;N;Sicamous;1125 Paradise Ave, Sicamous, BC;1125 Paradise Ave, Sicamous, BC;1125 Paradise Ave;Sicamous;50.8347288;-118.980751;police;-118.980766831103;50.8347349431516
80;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1851;N;Scotch Creek-Lee Creek Vol Fire Dept;3852 Squilax-Anglemont Rd, Scotch Creek, BC;3852 Squilax-Anglemont Rd, Scotch Creek, BC;3852 Squilax-Anglemont Rd;Scotch Creek;50.9141869;-119.458931;fire;-119.458946317553;50.9141930397993
81;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1870;N;Nicholson Vol Fire Dept;801 Hwy 95, Golden, BC;801 Hwy 95, Golden, BC;801 Hwy 95;Golden;51.2423689;-116.902728;fire;-116.902743372075;51.2423753100258
82;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1874;N;Stn 413 Golden;700 S 8th Ave, Golden, BC;700 S 8th Ave, Golden, BC;700 S 8th Ave;Golden;51.2979797;-116.968114;ambulance;-116.968129634278;51.2979861739509
83;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1894;N;Alexis Creek RCMP;7716 Hwy 20, Alexis Creek, BC;7716 Hwy 20, Alexis Creek, BC;7716 Hwy 20;Alexis Creek;52.0849638;-123.283536;police;-123.283552680366;52.0849694866491
84;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1911;N;Bella Coola Vol Fire Dept;611 Cliff St, Bella Coola, BC;611 Cliff St, Bella Coola, BC;611 Cliff St;Bella Coola;52.3718386;-126.757726;fire;-126.75774324972;52.3718438877152
85;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1920;N;West Fraser Fire Dept;243 Jackpine Flats Rd, Quesnel, BC;243 Jackpine Flats Rd, Quesnel, BC;243 Jackpine Flats Rd;Quesnel;52.9235556;-122.497;fire;-122.497016463615;52.9235613861375
86;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1936;N;Wells Vol Fire Dept;2314 Baker St, Wells, BC;2314 Baker St, Wells, BC;2314 Baker St;Wells;53.1050833;-121.573083;fire;-121.573099700097;53.1050892863221
87;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1940;N;CCGS Sandspit;570 Beach Rd, Sandspit, BC;570 Beach Rd, Sandspit, BC;570 Beach Rd;Sandspit;53.2546475;-131.820998;coastguard;-131.821016297517;53.2546520686794
88;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1947;N;Mcbride Fire Dept;875 South West Frontage Rd, McBride, BC;875 South West Frontage Rd, McBride, BC;875 South West Frontage Rd;McBride;53.3035003;-120.163083;fire;-120.16309965084;53.3035064014995
89;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1963;N;Prince George  Fire Hall 1 Base;1111 7th Ave, Prince George, BC;1111 7th Ave, Prince George, BC;1111 7th Ave;Prince George;53.9132485;-122.746687;fire;-122.746703875186;53.9132543465532
90;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1966;N;Prince George Community Policing;835 Central St W, Prince George, BC;835 Central St W, Prince George, BC;835 Central St W;Prince George;53.9171662;-122.782682;police;-122.782699068745;53.9171720460243
91;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1973;N;Ferndale Tabor Vol Fire Dept;16155 Giscome Rd, Ferndale-Tabor, BC;16155 Giscome Rd, Ferndale-Tabor, BC;16155 Giscome Rd;Ferndale-Tabor;53.9422343;-122.50991;fire;-122.50992699779;53.9422401447718
92;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1979;N;Prince George Community Policing;3664 Austin Rd W, Prince George, BC;3664 Austin Rd W, Prince George, BC;3664 Austin Rd W;Prince George;53.9894059;-122.79181;police;-122.791827251231;53.9894116786207
93;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1996;N;Burns Lake Fire Dept;7 3rd Ave, Burns Lake, BC;7 3rd Ave, Burns Lake, BC;7 3rd Ave;Burns Lake;54.230184;-125.76446;fire;-125.764478184067;54.2301894685682
94;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2002;N;Prince Rupert Fire Dept;200 1st Ave W, Prince Rupert, BC;200 1st Ave W, Prince Rupert, BC;200 1st Ave W;Prince Rupert;54.3156476;-130.325056;fire;-130.32507428451;54.315652468843
95;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2019;N;Stn 769 Smithers;3863 3rd Ave, Smithers, BC;3863 3rd Ave, Smithers, BC;3863 3rd Ave;Smithers;54.7815222;-127.171085;ambulance;-127.171103025378;54.7815274190084
96;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2032;N;Tumbler Ridge Fire Dept;325 Iles Way, Tumbler Ridge, BC;325 Iles Way, Tumbler Ridge, BC;325 Iles Way;Tumbler Ridge;55.1267767;-120.998563;fire;-120.998580895468;55.126782801539
97;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2033;N;Gitwinksihlkw Fire Hall;Gitwinksihlkw, BC;Gitwinksihlkw, BC; ;Gitwinksihlkw;55.1924216;-129.220517;fire;-129.220535970786;55.1924265948691
98;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2034;N;South Hazelton Fire Dept;1565 Aldous St, South Hazelton, BC;1565 Aldous St, South Hazelton, BC;1565 Aldous St;South Hazelton;55.2237894;-127.661663;fire;-127.661681417861;55.2237945774854
99;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2039;N;Gitanmaax Fire Hall;14 Kispiox Valley Rd, Gitanmaax, BC;14 Kispiox Valley Rd, Gitanmaax, BC;14 Kispiox Valley Rd;Gitanmaax;55.2576544;-127.66104;fire;-127.661058762234;55.2576596135334
100;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2045;N;Takla Landing RCMP;1 Lake Shore Dr, Takla Landing, BC;1 Lake Shore Dr, Takla Landing, BC;1 Lake Shore Dr;Takla Landing;55.4755904;-125.957113;police;-125.957131800294;55.475595797506
101;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2061;N;Hudsons Hope RCMP;10317 Gething St, Hudsons Hope, BC;10317 Gething St, Hudsons Hope, BC;10317 Gething St;Hudsons Hope;56.0269578;-121.913177;police;-121.913194984731;56.0269637896118
102;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2066;N;Fort St John RCMP;10648 100 St, Fort St John, BC;10648 100 St, Fort St John, BC;10648 100 St;Fort St John;56.2526281;-120.848124;police;-120.848141863686;56.2526342663637
103;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2069;N;Telegraph Creek RCMP;5 Sawtooth Rd, Telegraph Creek, BC;5 Sawtooth Rd, Telegraph Creek, BC;5 Sawtooth Rd;Telegraph Creek;57.9055189;-131.168991;police;-131.169010883582;57.9055236162916
104;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;2073;N;Fort Nelson Fire Dept;5404 48th Ave, Fort Nelson, BC;5404 48th Ave, Fort Nelson, BC;5404 48th Ave;Fort Nelson;58.8024761;-122.709012;fire;-122.709031589936;58.8024820162284
105;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1057;N;Esquimalt;500 Park Pl, Esquimalt, BC;500 Park Pl, Esquimalt, BC;500 Park Pl;Esquimalt;48.4294731;-123.415141;police;-123.415156550245;48.4294785966318
106;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1066;N;Annex 112 Victoria-Aberdeen;315-1420 Hillside Ave, Victoria, BC;315-1420 Hillside Ave, Victoria, BC;315-1420 Hillside Ave;Victoria;48.4420484;-123.34375;ambulance;-123.343765518254;48.4420539028138
107;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1074;N;Saanich Fire Dept Station 1;760 Vernon Ave, Saanich, BC;760 Vernon Ave, Saanich, BC;760 Vernon Ave;Saanich;48.4601667;-123.377401;fire;-123.377417034956;48.4601722416286
108;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1077;N;Annex 125 Victoria-Shelbourne;3987 Shelbourne St, Saanich, BC;3987 Shelbourne St, Saanich, BC;3987 Shelbourne St;Saanich;48.4713608;-123.332283;ambulance;-123.332298510479;48.4713663659756
109;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1082;N;Stn 115 Port Renfrew;6645 Klannanith St, Port Renfrew, BC;6645 Klannanith St, Port Renfrew, BC;6645 Klannanith St;Port Renfrew;48.5573445;-124.401089;ambulance;-124.401104909652;48.5573499576388
110;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1092;N;Mill Bay Vol Fire Dept Hall 1;2675 Lodgepole Rd, Mill Bay, BC;2675 Lodgepole Rd, Mill Bay, BC;2675 Lodgepole Rd;Mill Bay;48.6501877;-123.561359;fire;-123.561375291558;48.6501932634257
111;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1095;N;Stn 106 Sidney;9824 Third St, Sidney, BC;9824 Third St, Sidney, BC;9824 Third St;Sidney;48.6496545;-123.398032;ambulance;-123.398047467347;48.6496600245301
112;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1102;N;Piers Island Vol Fire Dept;86 McKenzie Cres, Piers Island, BC;86 McKenzie Cres, Piers Island, BC;86 McKenzie Cres;Piers Island;48.707825;-123.418928;fire;-123.418943861216;48.7078305408485
113;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1104;N;South Pender Fire Hall 3;8961 Gowlland Point Rd, Pender Island, BC;8961 Gowlland Point Rd, Pender Island, BC;8961 Gowlland Point Rd;Pender Island;48.7429945;-123.219124;fire;-123.219139923154;48.743000105217
114;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1106;N;Magic Lake Fire Hall 2;47284 Schooner Way, Pender Island, BC;47284 Schooner Way, Pender Island, BC;47284 Schooner Way;Pender Island;48.7669903;-123.285453;fire;-123.285468550628;48.7669959057977
115;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1122;N;Bamfield West Side Fire Dept;161 Bond St, Bamfield, BC;161 Bond St, Bamfield, BC;161 Bond St;Bamfield;48.8329706;-125.14091;fire;-125.140925770294;48.8329759102052
116;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1133;N;CCGS Ganges;100 Ganges Rd, Salt Spring Island, BC;100 Ganges Rd, Salt Spring Island, BC;100 Ganges Rd;Salt Spring Island;48.8537788;-123.497559;coastguard;-123.497574727413;48.8537843281504
117;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1135;N;Crofton Vol Fire Dept;1681 Robert St, Crofton, BC;1681 Robert St, Crofton, BC;1681 Robert St;Crofton;48.8641607;-123.64901;fire;-123.649025742082;48.8641662198143
118;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1138;N;Salt Spring Island Fire Hall 3;110 Vesuvius Bay Rd, Salt Spring Island, BC;110 Vesuvius Bay Rd, Salt Spring Island, BC;110 Vesuvius Bay Rd;Salt Spring Island;48.8735925;-123.529977;fire;-123.529993242504;48.8735980456379
119;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1143;N;Ucluelet Fire Dept;1520 Peninsula Rd, Ucluelet, BC;1520 Peninsula Rd, Ucluelet, BC;1520 Peninsula Rd;Ucluelet;48.9402771;-125.545138;fire;-125.54515427858;48.9402823983054
120;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1151;N;Ladysmith RCMP;320 6th Ave, Ladysmith, BC;320 6th Ave, Ladysmith, BC;320 6th Ave;Ladysmith;48.987441;-123.822;police;-123.822016207641;48.9874465501762
121;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1156;N;Delta Fire Dept Tsawwassen Hall 2;5416 12 Ave, Delta, BC;5416 12 Ave, Delta, BC;5416 12 Ave;Delta;49.0243891;-123.073705;fire;-123.073720333327;49.0243947492271
122;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1157;N;Tsawwassen Community Policing Station;1247B 56 St, Delta, BC;1247B 56 St, Delta, BC;1247B 56 St;Delta;49.0259248;-123.070366;police;-123.07038185102;49.0259303852422
123;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1160;N;White Rock RCMP;15299 Pacific Ave, White Rock, BC;15299 Pacific Ave, White Rock, BC;15299 Pacific Ave;White Rock;49.023099;-122.798256;police;-122.79827135974;49.0231045999265
124;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1179;N;Abbotsford Fire Dept Hall 3;28455 Fraser Hwy, Abbotsford, BC;28455 Fraser Hwy, Abbotsford, BC;28455 Fraser Hwy;Abbotsford;49.0574206;-122.436287;fire;-122.43630240853;49.0574263237705
125;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1188;N;Stn 251 Delta;4641 Clarence Taylor Cres, Delta, BC;4641 Clarence Taylor Cres, Delta, BC;4641 Clarence Taylor Cres;Delta;49.0873621;-123.060038;ambulance;-123.060053378687;49.0873676836211
126;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1189;N;Brookswood Community Policing;4061 200 St, Langley, BC;4061 200 St, Langley, BC;4061 200 St;Langley;49.0762319;-122.669806;police;-122.669822066726;49.0762375897644
127;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1192;N;Ladner Community Policing;5072 48 Ave, Delta, BC;5072 48 Ave, Delta, BC;5072 48 Ave;Delta;49.0901019;-123.08294;police;-123.082955669368;49.090107520578
